title,release_year,results
Diary of a Wimpy Kid,2010,"[{'_id': '61e596cbef99b1c543466cdf', 'id': 'tt1196141', 'primaryImage': {'id': 'rm2117242624', 'width': 1379, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTg3NzQ2NDgyNF5BMl5BanBnXkFtZTcwMDc1NzIyMw@@._V1_.jpg', 'caption': {'plainText': 'Zachary Gordon in Diary of a Wimpy Kid (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Het leven van een loser', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Diary of a Wimpy Kid', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 19, 'month': 3, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Repo Men,2010,"[{'_id': '61e58e59d735dff3f9445caf', 'id': 'tt1053424', 'primaryImage': {'id': 'rm4281175552', 'width': 804, 'height': 1273, 'url': 'https://m.media-amazon.com/images/M/MV5BMjA4MTUxODM0MV5BMl5BanBnXkFtZTcwMDg3MTgwMw@@._V1_.jpg', 'caption': {'plainText': 'Jude Law and Forest Whitaker in Repo Men (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Repo Men', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Repo Men', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 3, 'month': 6, 'year': 2010, '__typename': 'ReleaseDate'}}]"
City Island,2010,[]
Greenberg,2010,"[{'_id': '61e59907909c2ca78146fabb', 'id': 'tt1234654', 'primaryImage': {'id': 'rm1064603136', 'width': 1152, 'height': 1776, 'url': 'https://m.media-amazon.com/images/M/MV5BMTU4MzY4OTY0NF5BMl5BanBnXkFtZTcwOTc3OTQwMw@@._V1_.jpg', 'caption': {'plainText': 'Ben Stiller in Greenberg (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Greenberg', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Greenberg', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 7, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Kimjongilia,2010,[]
The Killing Jar,2010,"[{'_id': '61e59b1378c012aa34477b2d', 'id': 'tt1270296', 'primaryImage': {'id': 'rm2905050880', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTMzNzA0MjQ2OV5BMl5BanBnXkFtZTcwOTI4MTIyMw@@._V1_.jpg', 'caption': {'plainText': 'Michael Madsen, Jake Busey, Amber Benson, and Harold Perrineau in The Killing Jar (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Killing Jar', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Killing Jar', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 9, 'month': 1, 'year': 2010, '__typename': 'ReleaseDate'}}]"
The Runaways,2010,"[{'_id': '61e58c3bd735dff3f943d9e7', 'id': 'tt1017451', 'primaryImage': {'id': 'rm0102144', 'width': 1383, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTI3Nzc2ODI4NV5BMl5BanBnXkFtZTcwMzkxNDMyMw@@._V1_.jpg', 'caption': {'plainText': 'Dakota Fanning and Kristen Stewart in The Runaways (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Runaways', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Runaways', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 4, 'month': 11, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Hot Tub Time Machine,2010,"[{'_id': '61e598d6d8f3c0931e46ef2b', 'id': 'tt1231587', 'primaryImage': {'id': 'rm1689489152', 'width': 438, 'height': 648, 'url': 'https://m.media-amazon.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_.jpg', 'caption': {'plainText': 'John Cusack, Clark Duke, Craig Robinson, and Rob Corddry in Hot Tub Time Machine (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Hot Tub Time Machine', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Hot Tub Time Machine', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 26, 'month': 3, 'year': 2010, '__typename': 'ReleaseDate'}}]"
How to Train Your Dragon,2010,"[{'_id': '61e58a0ee1a8ddbd964352b7', 'id': 'tt0892769', 'primaryImage': {'id': 'rm2210040832', 'width': 1119, 'height': 1665, 'url': 'https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg', 'caption': {'plainText': 'Jay Baruchel in How to Train Your Dragon (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'How to Train Your Dragon', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'How to Train Your Dragon', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 31, 'month': 3, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Chloe,2010,[]
Waking Sleeping Beauty,2010,[]
The Last Song,2010,"[{'_id': '61e59c77909c2ca78147d707', 'id': 'tt1294226', 'primaryImage': {'id': 'rm1355665920', 'width': 383, 'height': 567, 'url': 'https://m.media-amazon.com/images/M/MV5BMjE2MTcyMjMyNF5BMl5BanBnXkFtZTgwODg2ODU1MDE@._V1_.jpg', 'caption': {'plainText': 'Miley Cyrus and Liam Hemsworth in The Last Song (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Last Song', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Last Song', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 31, 'month': 3, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Clash of the Titans,2010,"[{'_id': '61e58909e1a8ddbd964317f3', 'id': 'tt0800320', 'primaryImage': {'id': 'rm3360525824', 'width': 1383, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTYxNjg4MzU5OV5BMl5BanBnXkFtZTcwOTA3NTUwMw@@._V1_.jpg', 'caption': {'plainText': 'Sam Worthington in Clash of the Titans (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Clash of the Titans', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Clash of the Titans', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 4, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Why Did I Get Married Too?,2010,[]
Don McKay,2010,[]
The Greatest,2010,[]
Care Bears: To the Rescue,2010,[]
Date Night,2010,"[{'_id': '61e59ba395801a78bc47a4c9', 'id': 'tt1279935', 'primaryImage': {'id': 'rm1141361921', 'width': 3105, 'height': 4600, 'url': 'https://m.media-amazon.com/images/M/MV5BYzI1Yzc1OTAtNDE2Zi00MTM1LTkwOTctNzU5Mjg2ZWJmMDE4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg', 'caption': {'plainText': 'Steve Carell and Tina Fey in Date Night (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Date Night', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Date Night', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 6, 'month': 5, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Letters to God,2010,"[{'_id': '61e5a62895801a78bc4a48a7', 'id': 'tt1462054', 'primaryImage': {'id': 'rm2056163072', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BNzgyMDQ2MTc1Nl5BMl5BanBnXkFtZTcwOTM0NTYxMw@@._V1_.jpg', 'caption': {'plainText': 'Letters to God (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Letters to God', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Letters to God', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 9, 'month': 4, 'year': 2010, '__typename': 'ReleaseDate'}}]"
After.Life,2010,[]
The Black Waters of Echo's Pond,2010,[]
La Mission,2010,[]
When You're Strange,2010,[]
Death at a Funeral,2010,"[{'_id': '61e59e08b597b91eb948389f', 'id': 'tt1321509', 'primaryImage': {'id': 'rm3267133952', 'width': 1386, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTYzMDQxODE0NF5BMl5BanBnXkFtZTcwODE0MDk0Mw@@._V1_.jpg', 'caption': {'plainText': 'Martin Lawrence, Chris Rock, James Marsden, Luke Wilson, Peter Dinklage, Tracy Morgan, and Zoe Saldana in Death at a Funeral (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Death at a Funeral', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Death at a Funeral', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 15, 'month': 7, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Kick-Ass,2010,"[{'_id': '61e599edd735dff3f947359f', 'id': 'tt1250777', 'primaryImage': {'id': 'rm633638656', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_.jpg', 'caption': {'plainText': 'Nicolas Cage, Aaron Taylor-Johnson, Chloë Grace Moretz, and Christopher Mintz-Plasse in Kick-Ass (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Kick-Ass', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Kick-Ass', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 15, 'month': 4, 'year': 2010, '__typename': 'ReleaseDate'}}]"
The City of Your Final Destination,2010,[]
Exit Through the Gift Shop,2010,"[{'_id': '61e5ac63d735dff3f94bd4e7', 'id': 'tt1587707', 'primaryImage': {'id': 'rm3664743424', 'width': 697, 'height': 1032, 'url': 'https://m.media-amazon.com/images/M/MV5BMjE2NTg1NDM4Ml5BMl5BanBnXkFtZTcwMzMxOTkyMw@@._V1_.jpg', 'caption': {'plainText': 'Exit Through the Gift Shop (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Exit Through the Gift Shop', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Exit Through the Gift Shop', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 30, 'month': 9, 'year': 2010, '__typename': 'ReleaseDate'}}]"
The Joneses,2010,[]
The Perfect Game,2010,[]
Oceans,2010,[]
The Back-up Plan,2010,"[{'_id': '61e597beef99b1c54346a911', 'id': 'tt1212436', 'primaryImage': {'id': 'rm3601304832', 'width': 338, 'height': 500, 'url': 'https://m.media-amazon.com/images/M/MV5BNjAzODM4NTc1OF5BMl5BanBnXkFtZTcwNDU2ODUzMw@@._V1_.jpg', 'caption': {'plainText': ""Jennifer Lopez and Alex O'Loughlin in The Back-up Plan (2010)"", '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Back-up Plan', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Back-up Plan', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 17, 'month': 6, 'year': 2010, '__typename': 'ReleaseDate'}}]"
The Losers,2010,"[{'_id': '61e5857978c012aa34424bd1', 'id': 'tt0480255', 'primaryImage': {'id': 'rm1526828800', 'width': 519, 'height': 800, 'url': 'https://m.media-amazon.com/images/M/MV5BMjU3MTU0NDI4Nl5BMl5BanBnXkFtZTcwMTE0NDMyMw@@._V1_.jpg', 'caption': {'plainText': 'Idris Elba, Chris Evans, Jeffrey Dean Morgan, Zoe Saldana, Óscar Jaenada, and Columbus Short in The Losers (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Losers', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Losers', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 23, 'month': 4, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Behind the Burly Q,2010,"[{'_id': '61e5a8faa66e5964234af8bb', 'id': 'tt1510907', 'primaryImage': {'id': 'rm2467201792', 'width': 267, 'height': 380, 'url': 'https://m.media-amazon.com/images/M/MV5BMjE2MTQwOTAwOF5BMl5BanBnXkFtZTcwNjkzODU2Mw@@._V1_.jpg', 'caption': {'plainText': 'Behind the Burly Q (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Behind the Burly Q', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Behind the Burly Q', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 23, 'month': 4, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Boogie Woogie,2010,[]
Breath Made Visible: Anna Halprin,2010,[]
Paper Man,2010,[]
You Don't Know Jack,2010,[]
Furry Vengeance,2010,"[{'_id': '61e5859bd735dff3f94254df', 'id': 'tt0492389', 'primaryImage': {'id': 'rm3528625920', 'width': 865, 'height': 1281, 'url': 'https://m.media-amazon.com/images/M/MV5BMjM5Mzg5NjA0Nl5BMl5BanBnXkFtZTcwMjg3MDEyMw@@._V1_.jpg', 'caption': {'plainText': 'Brendan Fraser in Furry Vengeance (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Furry Vengeance', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Furry Vengeance', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 15, 'month': 7, 'year': 2010, '__typename': 'ReleaseDate'}}]"
A Nightmare on Elm Street,2010,"[{'_id': '61e595c7b597b91eb9462b9d', 'id': 'tt1179056', 'primaryImage': {'id': 'rm1111920384', 'width': 479, 'height': 710, 'url': 'https://m.media-amazon.com/images/M/MV5BODIxMTQ0NTIxM15BMl5BanBnXkFtZTcwMzY1NDAyMw@@._V1_.jpg', 'caption': {'plainText': 'Jackie Earle Haley in A Nightmare on Elm Street (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'A Nightmare on Elm Street', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'A Nightmare on Elm Street', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 20, 'month': 5, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Freakonomics: The Movie,2010,[]
The Good Heart,2010,[]
Harry Brown,2010,[]
Please Give,2010,"[{'_id': '61e589e6b597b91eb9434ab1', 'id': 'tt0878835', 'primaryImage': {'id': 'rm1698598656', 'width': 891, 'height': 1311, 'url': 'https://m.media-amazon.com/images/M/MV5BNTczOTAxOTMyM15BMl5BanBnXkFtZTcwMTgyNTIyMw@@._V1_.jpg', 'caption': {'plainText': 'Please Give (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Please Give', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Please Give', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 29, 'month': 7, 'year': 2010, '__typename': 'ReleaseDate'}}]"
The Infidel,2010,"[{'_id': '61e5a3eed8f3c0931e49baaf', 'id': 'tt1424003', 'primaryImage': {'id': 'rm4007901696', 'width': 1630, 'height': 2700, 'url': 'https://m.media-amazon.com/images/M/MV5BMjE3MjE1NjgxN15BMl5BanBnXkFtZTcwMzU0MDI0NA@@._V1_.jpg', 'caption': {'plainText': 'The Infidel (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Infidel', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Infidel', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 4, 'month': 6, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Sex & Drugs & Rock & Roll,2010,"[{'_id': '61e5a221d8f3c0931e494773', 'id': 'tt1393020', 'primaryImage': {'id': 'rm2653258752', 'width': 358, 'height': 500, 'url': 'https://m.media-amazon.com/images/M/MV5BMjA4NjI1MzAyMF5BMl5BanBnXkFtZTcwMTEyNzUyNA@@._V1_.jpg', 'caption': {'plainText': 'Sex & Drugs & Rock & Roll (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Sex & Drugs & Rock & Roll', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Sex & Drugs & Rock & Roll', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 8, 'month': 1, 'year': 2010, '__typename': 'ReleaseDate'}}]"
The Trotsky,2010,[]
Iron Man 2,2010,"[{'_id': '61e598add8f3c0931e46e50f', 'id': 'tt1228705', 'primaryImage': {'id': 'rm1059163136', 'width': 509, 'height': 755, 'url': 'https://m.media-amazon.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_.jpg', 'caption': {'plainText': 'Samuel L. Jackson, Don Cheadle, Robert Downey Jr., Gwyneth Paltrow, Mickey Rourke, Sam Rockwell, Paul Bettany, Clark Gregg, Scarlett Johansson, Garry Shandling, and John Slattery in Iron Man 2 (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Iron Man 2', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Iron Man 2', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 29, 'month': 4, 'year': 2010, '__typename': 'ReleaseDate'}}]"
Babies,2010,[]
Casino Jack and the United States of Money,2010,"[{'_id': '61e5aabb95801a78bc4b6d33', 'id': 'tt1540814', 'primaryImage': {'id': 'rm4253650688', 'width': 1382, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BMjA3MTc2MzM4NV5BMl5BanBnXkFtZTcwMzE5MjYxMw@@._V1_.jpg', 'caption': {'plainText': 'Casino Jack and the United States of Money (2010)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Casino Jack and the United States of Money', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Casino Jack and the United States of Money', '__typename': 'TitleText'}, 'releaseYear': {'year': 2010, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': None, 'month': 1, 'year': 2010, '__typename': 'ReleaseDate'}}]"
